401,Q0,FBIS4-9582,1,4.181,pir9Aa1
401,Q0,FBIS4-31715,2,4.0127,pir9Aa1
401,Q0,FT942-15501,3,3.4143,pir9Aa1
401,Q0,FBIS3-4201,4,3.3311,pir9Aa1
401,Q0,FBIS4-18182,5,3.3238,pir9Aa1
401,Q0,FBIS4-57153,6,3.3036,pir9Aa1
401,Q0,FT923-3883,7,3.2845,pir9Aa1
401,Q0,FT941-15167,8,3.2519,pir9Aa1
401,Q0,FT943-12593,9,3.2351,pir9Aa1
401,Q0,FBIS4-62200,10,3.206,pir9Aa1
401,Q0,LA121190-0075,11,3.1078,pir9Aa1
401,Q0,FT921-13792,12,2.9863,pir9Aa1
401,Q0,FBIS3-8767,13,2.9796,pir9Aa1
401,Q0,FBIS3-18651,14,2.9705,pir9Aa1
401,Q0,LA100590-0009,15,2.9615,pir9Aa1
401,Q0,FT944-16407,16,2.9509,pir9Aa1
401,Q0,FT924-4470,17,2.9481,pir9Aa1
401,Q0,FT943-14463,18,2.9324,pir9Aa1
401,Q0,FT924-7265,19,2.9204,pir9Aa1
401,Q0,FT942-6335,20,2.9178,pir9Aa1
401,Q0,LA110690-0075,21,2.9124,pir9Aa1
401,Q0,FT944-8635,22,2.8958,pir9Aa1
401,Q0,FT932-10861,23,2.8946,pir9Aa1
401,Q0,FT934-16374,24,2.8881,pir9Aa1
401,Q0,LA081989-0049,25,2.8831,pir9Aa1
401,Q0,FT944-11506,26,2.8445,pir9Aa1
401,Q0,FBIS3-24149,27,2.8319,pir9Aa1
401,Q0,FBIS3-9415,28,2.831,pir9Aa1
401,Q0,FBIS4-15890,29,2.8283,pir9Aa1
401,Q0,LA091490-0080,30,2.819,pir9Aa1
401,Q0,FT923-1528,31,2.7965,pir9Aa1
401,Q0,LA070690-0008,32,2.7909,pir9Aa1
401,Q0,FBIS3-61164,33,2.7881,pir9Aa1
401,Q0,FBIS4-31745,34,2.7836,pir9Aa1
401,Q0,FT924-10123,35,2.7703,pir9Aa1
401,Q0,FBIS4-9057,36,2.7573,pir9Aa1
401,Q0,LA052090-0077,37,2.7504,pir9Aa1
401,Q0,FBIS3-1408,38,2.7376,pir9Aa1
401,Q0,FBIS4-64139,39,2.737,pir9Aa1
401,Q0,FT944-8195,40,2.7243,pir9Aa1
401,Q0,FT934-12728,41,2.7219,pir9Aa1
401,Q0,FT933-2163,42,2.7201,pir9Aa1
401,Q0,FT933-10979,43,2.6999,pir9Aa1
401,Q0,FBIS4-50518,44,2.6951,pir9Aa1
401,Q0,FBIS3-11521,45,2.6784,pir9Aa1
401,Q0,FBIS3-59436,46,2.6658,pir9Aa1
401,Q0,FT934-15047,47,2.6609,pir9Aa1
401,Q0,LA072490-0038,48,2.6591,pir9Aa1
401,Q0,FT941-1648,49,2.6563,pir9Aa1
401,Q0,FBIS3-36078,50,2.656,pir9Aa1
401,Q0,FBIS3-19212,51,2.65,pir9Aa1
401,Q0,FBIS4-54812,52,2.6497,pir9Aa1
401,Q0,FT934-7856,53,2.6494,pir9Aa1
401,Q0,LA110990-0013,54,2.648,pir9Aa1
401,Q0,FT911-1796,55,2.6474,pir9Aa1
401,Q0,FT924-13782,56,2.6391,pir9Aa1
401,Q0,FT924-15719,57,2.6324,pir9Aa1
401,Q0,FBIS3-61307,58,2.6222,pir9Aa1
401,Q0,FBIS4-64410,59,2.6189,pir9Aa1
401,Q0,FT941-230,60,2.6142,pir9Aa1
401,Q0,FBIS4-55784,61,2.613,pir9Aa1
401,Q0,LA092489-0115,62,2.6117,pir9Aa1
401,Q0,FT933-820,63,2.6078,pir9Aa1
401,Q0,LA101389-0166,64,2.6056,pir9Aa1
401,Q0,FT932-5884,65,2.6036,pir9Aa1
401,Q0,FBIS3-18916,66,2.5996,pir9Aa1
401,Q0,FBIS3-44441,67,2.5986,pir9Aa1
401,Q0,FBIS4-17708,68,2.5979,pir9Aa1
401,Q0,FT923-521,69,2.5978,pir9Aa1
401,Q0,FBIS3-49965,70,2.597,pir9Aa1
401,Q0,FT942-17612,71,2.5937,pir9Aa1
401,Q0,FBIS4-36345,72,2.5914,pir9Aa1
401,Q0,LA021389-0004,73,2.5873,pir9Aa1
401,Q0,LA050789-0068,74,2.5841,pir9Aa1
401,Q0,FBIS4-44443,75,2.5833,pir9Aa1
401,Q0,LA020589-0189,76,2.5807,pir9Aa1
401,Q0,FBIS3-20098,77,2.5739,pir9Aa1
401,Q0,FBIS4-42630,78,2.5715,pir9Aa1
401,Q0,FT941-3931,79,2.5687,pir9Aa1
401,Q0,FBIS4-68349,80,2.5658,pir9Aa1
401,Q0,FBIS4-55036,81,2.5541,pir9Aa1
401,Q0,FBIS3-49639,82,2.5529,pir9Aa1
401,Q0,FBIS3-55922,83,2.5524,pir9Aa1
401,Q0,FT941-5409,84,2.5516,pir9Aa1
401,Q0,FBIS3-18684,85,2.5475,pir9Aa1
401,Q0,FBIS4-46766,86,2.5447,pir9Aa1
401,Q0,LA010689-0066,87,2.5427,pir9Aa1
401,Q0,LA081689-0092,88,2.5412,pir9Aa1
401,Q0,FBIS3-14832,89,2.5332,pir9Aa1
401,Q0,FBIS3-18833,90,2.532,pir9Aa1
401,Q0,FT924-13045,91,2.5316,pir9Aa1
401,Q0,LA042789-0185,92,2.5312,pir9Aa1
401,Q0,LA021389-0087,93,2.5305,pir9Aa1
401,Q0,LA050290-0108,94,2.5263,pir9Aa1
401,Q0,FT931-11098,95,2.5168,pir9Aa1
401,Q0,FBIS3-17077,96,2.5137,pir9Aa1
401,Q0,FBIS3-30223,97,2.5129,pir9Aa1
401,Q0,FBIS3-30284,98,2.5129,pir9Aa1
401,Q0,FT941-4767,99,2.5049,pir9Aa1
401,Q0,FBIS4-9261,100,2.4994,pir9Aa1
401,Q0,FT932-8398,101,2.495,pir9Aa1
401,Q0,FBIS3-48991,102,2.4937,pir9Aa1
401,Q0,FBIS3-13197,103,2.4904,pir9Aa1
401,Q0,FT923-12651,104,2.4904,pir9Aa1
401,Q0,FBIS4-65345,105,2.4902,pir9Aa1
401,Q0,FT924-15799,106,2.4842,pir9Aa1
401,Q0,FBIS3-59042,107,2.4829,pir9Aa1
401,Q0,FBIS3-37947,108,2.4807,pir9Aa1
401,Q0,FT942-995,109,2.4779,pir9Aa1
401,Q0,FBIS3-42798,110,2.4773,pir9Aa1
401,Q0,LA022790-0091,111,2.4741,pir9Aa1
401,Q0,LA082690-0155,112,2.4702,pir9Aa1
401,Q0,FT943-526,113,2.4673,pir9Aa1
401,Q0,FBIS4-55442,114,2.4571,pir9Aa1
401,Q0,FBIS4-66153,115,2.4565,pir9Aa1
401,Q0,FBIS4-54440,116,2.4513,pir9Aa1
401,Q0,FR941205-2-00171,117,2.45,pir9Aa1
401,Q0,FBIS4-7857,118,2.4475,pir9Aa1
401,Q0,FBIS4-46959,119,2.4438,pir9Aa1
401,Q0,FBIS3-35803,120,2.4436,pir9Aa1
401,Q0,FBIS3-19645,121,2.4432,pir9Aa1
401,Q0,FBIS3-19459,122,2.4431,pir9Aa1
401,Q0,FBIS3-18523,123,2.4429,pir9Aa1
401,Q0,FBIS3-19685,124,2.4425,pir9Aa1
401,Q0,FR940627-2-00035,125,2.4395,pir9Aa1
401,Q0,FT941-2903,126,2.4381,pir9Aa1
401,Q0,FBIS4-64863,127,2.4377,pir9Aa1
401,Q0,LA050389-0018,128,2.4375,pir9Aa1
401,Q0,FBIS3-42872,129,2.4372,pir9Aa1
401,Q0,FR940425-2-00069,130,2.4369,pir9Aa1
401,Q0,FBIS4-55123,131,2.4327,pir9Aa1
401,Q0,FR940906-2-00148,132,2.4317,pir9Aa1
401,Q0,FBIS4-9504,133,2.4316,pir9Aa1
401,Q0,FT942-15368,134,2.4298,pir9Aa1
401,Q0,FT924-5975,135,2.4259,pir9Aa1
401,Q0,FT924-10751,136,2.4254,pir9Aa1
401,Q0,FT932-10651,137,2.4219,pir9Aa1
401,Q0,FT941-7561,138,2.4207,pir9Aa1
401,Q0,FBIS4-9157,139,2.4195,pir9Aa1
401,Q0,FBIS4-9438,140,2.4195,pir9Aa1
401,Q0,FBIS4-68774,141,2.4183,pir9Aa1
401,Q0,FBIS3-58293,142,2.4163,pir9Aa1
401,Q0,FBIS4-25615,143,2.4127,pir9Aa1
401,Q0,LA100490-0081,144,2.4098,pir9Aa1
401,Q0,FT943-1218,145,2.4082,pir9Aa1
401,Q0,FBIS4-44366,146,2.4039,pir9Aa1
401,Q0,FT922-15390,147,2.4037,pir9Aa1
401,Q0,FT941-5413,148,2.3972,pir9Aa1
401,Q0,LA072990-0210,149,2.3967,pir9Aa1
401,Q0,FBIS3-7126,150,2.3958,pir9Aa1
401,Q0,FBIS3-2329,151,2.3879,pir9Aa1
401,Q0,FT942-2139,152,2.3861,pir9Aa1
401,Q0,FBIS3-20818,153,2.385,pir9Aa1
401,Q0,LA030489-0031,154,2.384,pir9Aa1
401,Q0,FR940314-2-00029,155,2.3822,pir9Aa1
401,Q0,FBIS3-49027,156,2.38,pir9Aa1
401,Q0,LA061790-0128,157,2.3795,pir9Aa1
401,Q0,FT924-11409,158,2.3782,pir9Aa1
401,Q0,LA030890-0172,159,2.3779,pir9Aa1
401,Q0,LA091089-0146,160,2.376,pir9Aa1
401,Q0,FT924-4344,161,2.3759,pir9Aa1
401,Q0,FBIS4-30735,162,2.3751,pir9Aa1
401,Q0,FBIS3-45242,163,2.3735,pir9Aa1
401,Q0,FBIS4-7760,164,2.369,pir9Aa1
401,Q0,FBIS4-7584,165,2.3686,pir9Aa1
401,Q0,FBIS3-38684,166,2.3681,pir9Aa1
401,Q0,FT931-5475,167,2.3674,pir9Aa1
401,Q0,FBIS4-55313,168,2.3672,pir9Aa1
401,Q0,FT911-5294,169,2.3632,pir9Aa1
401,Q0,FBIS3-19290,170,2.3625,pir9Aa1
401,Q0,FBIS4-41927,171,2.3593,pir9Aa1
401,Q0,FBIS4-32589,172,2.3589,pir9Aa1
401,Q0,FBIS3-20090,173,2.3575,pir9Aa1
401,Q0,FT923-13486,174,2.3566,pir9Aa1
401,Q0,FT943-14889,175,2.3554,pir9Aa1
401,Q0,LA061590-0122,176,2.3547,pir9Aa1
401,Q0,LA101790-0075,177,2.3529,pir9Aa1
401,Q0,FBIS4-32758,178,2.3524,pir9Aa1
401,Q0,FBIS4-35788,179,2.3511,pir9Aa1
401,Q0,FBIS4-7690,180,2.3507,pir9Aa1
401,Q0,FT943-528,181,2.3506,pir9Aa1
401,Q0,FT931-16878,182,2.3494,pir9Aa1
401,Q0,FBIS4-31340,183,2.3493,pir9Aa1
401,Q0,FBIS4-55873,184,2.3493,pir9Aa1
401,Q0,FT933-3792,185,2.348,pir9Aa1
401,Q0,FT943-3436,186,2.348,pir9Aa1
401,Q0,FT942-2518,187,2.3459,pir9Aa1
401,Q0,LA062790-0154,188,2.3434,pir9Aa1
401,Q0,FT944-8200,189,2.3427,pir9Aa1
401,Q0,FBIS3-20329,190,2.3427,pir9Aa1
401,Q0,FT932-7365,191,2.3395,pir9Aa1
401,Q0,FBIS3-17036,192,2.339,pir9Aa1
401,Q0,FBIS3-19884,193,2.3383,pir9Aa1
401,Q0,FT932-6993,194,2.3375,pir9Aa1
401,Q0,FT924-11925,195,2.3367,pir9Aa1
401,Q0,FT922-12286,196,2.3357,pir9Aa1
401,Q0,FT941-8183,197,2.3288,pir9Aa1
401,Q0,FT943-9581,198,2.3274,pir9Aa1
401,Q0,FBIS4-19134,199,2.3274,pir9Aa1
401,Q0,LA123089-0101,200,2.3268,pir9Aa1
401,Q0,LA122190-0057,201,2.3246,pir9Aa1
401,Q0,FR941205-2-00174,202,2.3226,pir9Aa1
401,Q0,FT924-8536,203,2.3215,pir9Aa1
401,Q0,LA030390-0145,204,2.3199,pir9Aa1
401,Q0,FT924-3751,205,2.3184,pir9Aa1
401,Q0,FT921-7489,206,2.3178,pir9Aa1
401,Q0,FBIS4-8587,207,2.316,pir9Aa1
401,Q0,LA042290-0201,208,2.3149,pir9Aa1
401,Q0,LA040190-0127,209,2.314,pir9Aa1
401,Q0,LA022590-0190,210,2.3134,pir9Aa1
401,Q0,FT944-8175,211,2.3132,pir9Aa1
401,Q0,LA022690-0069,212,2.3094,pir9Aa1
401,Q0,FT921-3213,213,2.3054,pir9Aa1
401,Q0,LA041290-0088,214,2.3053,pir9Aa1
401,Q0,LA090690-0117,215,2.3045,pir9Aa1
401,Q0,FT923-4063,216,2.3023,pir9Aa1
401,Q0,FT921-3015,217,2.3002,pir9Aa1
401,Q0,FR940513-0-00110,218,2.3001,pir9Aa1
401,Q0,FT923-3247,219,2.2994,pir9Aa1
401,Q0,FT934-5606,220,2.2994,pir9Aa1
401,Q0,FT934-11235,221,2.2984,pir9Aa1
401,Q0,FBIS3-49712,222,2.2972,pir9Aa1
401,Q0,FBIS4-66312,223,2.2952,pir9Aa1
401,Q0,FR940328-2-00119,224,2.2939,pir9Aa1
401,Q0,FT921-2530,225,2.2888,pir9Aa1
401,Q0,FT922-8950,226,2.2873,pir9Aa1
401,Q0,LA082789-0152,227,2.2856,pir9Aa1
401,Q0,FR940906-2-00146,228,2.2848,pir9Aa1
401,Q0,FT931-15358,229,2.2842,pir9Aa1
401,Q0,FT941-1057,230,2.284,pir9Aa1
401,Q0,FBIS3-26650,231,2.2834,pir9Aa1
401,Q0,FBIS3-50059,232,2.2799,pir9Aa1
401,Q0,FBIS4-55912,233,2.2789,pir9Aa1
401,Q0,FBIS4-44787,234,2.2764,pir9Aa1
401,Q0,LA053089-0050,235,2.276,pir9Aa1
401,Q0,FT923-6830,236,2.2757,pir9Aa1
401,Q0,LA011990-0099,237,2.2755,pir9Aa1
401,Q0,FBIS3-9104,238,2.2744,pir9Aa1
401,Q0,LA011490-0070,239,2.2735,pir9Aa1
401,Q0,FT942-5800,240,2.2728,pir9Aa1
401,Q0,LA051690-0099,241,2.2725,pir9Aa1
401,Q0,FT941-264,242,2.2713,pir9Aa1
401,Q0,FT924-4553,243,2.2712,pir9Aa1
401,Q0,FT924-15118,244,2.27,pir9Aa1
401,Q0,LA012190-0068,245,2.2696,pir9Aa1
401,Q0,FBIS4-32276,246,2.2663,pir9Aa1
401,Q0,FBIS3-31672,247,2.2659,pir9Aa1
401,Q0,FBIS3-36648,248,2.2659,pir9Aa1
401,Q0,FT933-45,249,2.2656,pir9Aa1
401,Q0,FT922-12767,250,2.2641,pir9Aa1
401,Q0,FT934-11312,251,2.2641,pir9Aa1
401,Q0,FT941-2232,252,2.2623,pir9Aa1
401,Q0,FBIS4-55638,253,2.2623,pir9Aa1
401,Q0,FBIS3-42759,254,2.2616,pir9Aa1
401,Q0,FT944-6406,255,2.2602,pir9Aa1
401,Q0,FT933-12384,256,2.2602,pir9Aa1
401,Q0,FBIS3-20188,257,2.26,pir9Aa1
401,Q0,FBIS3-15966,258,2.2583,pir9Aa1
401,Q0,FBIS4-8586,259,2.257,pir9Aa1
401,Q0,LA070289-0167,260,2.2568,pir9Aa1
401,Q0,FT931-14226,261,2.2501,pir9Aa1
